text,label
"(Reuters) - Officials in Florida and Virginia filed voter fraud charges against three people in apparently unrelated cases on Friday, just 11 days before American voters cast ballots in the hotly contested presidential race. The charges targeted a Florida woman and a Virginia man accused of filing bogus voter registration forms and a Florida woman 	alleged to have tampered with absentee ballots she was opening at the Miami-Dade Elections Department. In the Iowa capital of Des Moines, county election officials referred three cases of suspected voter fraud to police earlier this week, leading to one arrest on Thursday, police said. Republican presidential candidate Donald Trump has charged in recent weeks that the election will be rigged in favor of Democrat Hillary Clinton, though he has shown no proof for these claims and many Republicans have called them unfounded. Miami-Dade State Attorney Katherine Fernandez Rundle in Florida said that 74-year-old Gladys Coego had been working as an absentee ballot opener when a supervisor allegedly saw her changing ballots that had been left blank to support a mayoral candidate. Prosecutors said that Coego admitted to marking the ballots and was charged with two felony counts of marking or designating the ballot of another. “The integrity of the electoral process is intact because our procedures work,” said Christina White, the county’s election supervisor, in a statement. Tomika Curgil, 33, was charged with five felony counts of submitting false voter registration information for allegedly handing in forms filled out by fictitious voters while working on a voter-registration drive for a medical marijuana advocacy group. A Virginia man was also charged with submitting falsified forms while working for a voter-registration campaign, state prosecutors said. Vafalay Massaquoi, 30, was arraigned on two felony counts of forging a public record and two counts of voter registration fraud. “There is no allegation that any illegal vote was actually cast in this case,” said Virginia Commonwealth’s Attorney Bryan Porter. “Furthermore, since the fraudulent applications involved fictitious people, had the fraud not been uncovered, the risk of actual fraudulent votes being cast was low.” Neither Coego, Curgil nor Massaquoi could be reached for immediate comment. Police in Des Moines on Thursday arrested a woman who was accused of voting twice - casting early-voting ballots at two locations - in one of three cases of suspected voter fraud reported by the Polk County Auditor’s Office. Police did not disclose the political affiliation of the woman, identified as Terri Lynn Rote, 55, but the Des Moines Register newspaper reported she was a registered Republican. A man in Texas, where early voting started on Monday, was arrested on Monday on charges of electioneering and loitering near a polling place, public records show.  The man, Brett Mauthe, had been charged for showing up to vote in a Trump hat and T-shirt with the phrase “basket of deplorables,” a reference to a comment Clinton made disparaging her rivals’ supporters, election officials told media. ",1
"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Andy Nowicki from Alt Right Blogspot, 21Wire mastermind Patrick Henningsen and Stewart Howe. In this broadcast we re going big time with an extra long overdrive episode, listeners will be hearing us go around the BOILER ROOM on a plethora of topics tonight including  cuddle parties,  a Saudi millionaire running free on rape allegations after claiming to have tripped and fell on victim, Hesher bashes Guns  N Roses, the life span of the iPod about to be ended by a resurgence in tape cassette technology, permaculture farming, federal land grabs, and the demonization of the militia. We give a detailed breakdown of the situation unfolding in Oregon with regards to the Ammon Bundy s (and others) arrest and the execution style ambush and murder of Robert Lavoy Finicum. If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE!   Live ACR player below   Show goes live at 6 PM PST This week s topics: ",0
"WASHINGTON (Reuters) - U.S. Senate Democrats urged the Senate Finance Committee on Wednesday to review President Donald Trump’s tax returns, as part of a campaign in Congress that has begun to show signs of attracting Republican support. Defying decades of precedent, Trump has refused to release his tax returns while his tax affairs are under federal audit. Democrats and other critics contend that the documents could show whether his global business empire poses any conflicts of interest as the president moves his agenda forward on issues ranging from tax reform to foreign relations. In a letter dated Wednesday, seven Democrats on the Senate Finance Committee urged the panel’s Republican chairman, Orrin Hatch, to request the documents from the U.S. Treasury so that lawmakers can review them in a closed session and determine whether the returns can be released to the public. Democrats in the House of Representatives said they planned to pose a similar request on Thursday to Hatch and House Ways and Means Committee Chairman Kevin Brady in a bipartisan letter signed by 140 lawmakers, including House Republicans Mark Sanford of South Carolina and Walter Jones of North Carolina. The Democratic efforts face long odds in the Republican-controlled Congress. Three attempts in the House have met with defeat this year. Hatch and Brady responded to the Senate request in a joint letter saying Democrats were suggesting “an abuse of the tax-writing committees’ statutory authority” that would set “a dangerous precedent”.  Democrats say they hope to create a bipartisan juggernaut to require the disclosure of Trump’s and future presidents’ tax returns by pushing forward on multiple fronts.  On Monday, the House voted down a Democratic effort seeking the Republican president’s returns, with Sanford and Jones voting “present” rather than opposing the measure.  Republican Senator Susan Collins of Maine told an interviewer last month she could be open to a subpoena of Trump’s taxes as part of a Senate Intelligence Committee probe of alleged Russian meddling in the 2016 presidential elections. On Wednesday, Politico quoted Republican Senator Lindsey Graham of South Carolina as saying he wanted presidential candidates to be required by law to release their tax returns beginning in 2020. “The tax return is the lowest ethical bar that you can have for a presidential nominee or a president,” said Senator Ron Wyden of Oregon, top Senate Finance Democrat who introduced legislation in January requiring nominees and sitting presidents to disclose their returns. ",1
"ATHENS (Reuters) - Refugees and migrants in Greece receive little or no medical care for most health problems they face and fewer than half of those pregnant had access to maternal care, aid group Doctors of the World said on Tuesday. About 60,000 migrants and refugees are stranded in Greece, most in overcrowded camps with unsanitary conditions. More than half of this year s 20,000 arrivals were women and children, United Nations data shows.  Doctors of the World interviewed over 14,000 women treated at its clinics in Greece over three years and found fewer than 47 percent had access to antenatal care before it intervened. It also found as many as 72 percent of the health problems refugees faced were treated  inadequately  or not at all.   While most countries offer new arrivals some kind of medical screening, the quality was  questionable  and overlooked mental health problems, the charity said. Often, women did not seek medical care because they were unaware of their rights, they found the healthcare system too complex or they were afraid of being arrested or discriminated against. Limited resources and lack of access to services such as translators also posed practical obstacles.  Every mother deserves good care before, during and post pregnancy. Their residential status should not affect this basic right,  said Nikitas Kanakis, head of Doctors of the World Greece. The charity, together with healthcare company MSD, known in the United States as Merck, is implementing a two-year initiative aimed at providing maternal healthcare services to pregnant women and babies from vulnerable populations in Greece. Asylum seekers in Greece have free access to hospitals and medical care but the public health system, already battered by years of economic crisis, is struggling to cope with the numbers.  Adult migrants without documents only have access to emergency care unless they are considered  vulnerable .  Access to quality maternal healthcare can save lives, yet across Europe the most vulnerable pregnant women are still facing challenges in accessing this basic care,  said Mary-Ann Etiebet, director of MSD for Mothers.  A lack of antenatal care to prevent and identify conditions that may harm the fetus or mother increases the risk of complications during childbirth or passing on diseases such as HIV or Hepatitis B, the World Health Organisation says.  We must work together this address this issue before it escalates further,  Etiebet said. (The story is refiled to clarify MSD name in paragraph 8) ",1
"British comic Peter Serafinowicz has made everybody s day by dubbing over one of Donald Trump s hate-filled speeches with a cockney accent   and it s brilliant.Serafinowicz, originally from Liverpool in England (home of The Beatles), is well known for serving up impressions of Al Pacino and other big name celebrities. But now he has set himself the challenge of punking Donald Trump.It began a short while ago, with the comic dubbing an interview Trump gave to Fox News with an aristocratic English accent, in a video he called  Sophisticated Trump.  But now it was time for the sequel, So on Friday morning, Serafinowicz tweeted the new video to his 750,000 Twitter followers, saying: I gave Donald Trump a cockney tough guy accent. I gave Donald Trump a cockney tough guy accent. Blimey    e loves  ittin that  illary! (all words verbatim) https://t.co/EBVGrWM0n7  Peter Serafinowicz (@serafinowicz) January 29, 2016Here are the results: In  Donald Thump,  Trump is given the voice of an East End gangster that wouldn t look out of place in a Guy Ritchie movie.It s fair to say that Britain hates Donald Trump almost as much as liberal America. But you ve not been punched until you ve been punked Brit-style.Even members of the UK parliament laid into Trump with typical British humor during a recent debate about banning the trust fund tycoon from entering Britain, under rules designed to prevent hate-speech.As Addicting Info reported at the time:The 3-hour debate was done more out of respect for the process of public petitions, and due to the huge number of signatures, rather than because they were legitimately serious about banning him. However, it did give Parliament time with which to vent their frustrations and engage in some brilliant Trump bashing, which is something we can all thoroughly appreciate.Using quintessential British putdowns such as  pillock ,  buffoon, and  wazzock , lawmakers from all sides of the political spectrum of our closest ally destroyed Donald Trump.It looks like it s not only American liberals that want Trump out of the Presidential race. Our allies around the world are holding their collective breath in hope too.Featured Image via Flickr/Flickr",0
"JERUSALEM (Reuters) - President Donald Trump made a historic visit to Jerusalem’s Western Wall on Monday, standing before the holiest place where Jews are permitted to pray and saying a few words before inserting a note between the monumental stones. He was accompanied by the Rabbi of the Western Wall, Shmuel Rabinowitz, who said on Israel Radio that he recited two psalms with the U.S. leader. One of them, Psalm 122, speaks of Jerusalem as a “city that is united together”. The ancient stones are in a part of Jerusalem that Israel captured in the 1967 Middle East war. It considers all of Jerusalem its indivisible capital, a status that is not recognized internationally. “(Trump) said that he understands the significance of the Western Wall for the Jewish people and that’s why he decided to visit here during his first trip to Israel. He is certain he will come here again, perhaps many times. He was very moved,” Rabinowitz said. “He asked about the size of the Western Wall. We presented the maps, what was in the past, what’s happening now, the excavations, the finds.” The president was joined on the visit by his son-in-law, Jared Kushner, an Orthodox Jew who went to the wall shortly after Trump and said prayers. Both he and Trump wore black kippahs, the skull caps worn by religious Jews and by others as a mark of respect.  After a few moments standing silently before the limestone edifice, his right hand resting on the blocks, Trump withdrew and smiled briefly. He did not walk backwards from the wall as religious Jews do as a sign of devotion. It is the first time a sitting U.S. president has visited and prayed at the site. Barack Obama visited in 2008, but it was during the campaign, before he became president. The Wall, the visible portion of which stands more than 60 feet (20 meters) high, was a retaining structure for the second Jewish temple, which stood on an esplanade in the Old City before being destroyed by the Romans in 70 A.D. The site is known to Jews as Temple Mount, the holiest place in Judaism, and to Muslims as The Noble Sanctuary, where al-Aqsa Mosque, the third holiest site in Islam, and the gold-topped Dome of the Rock, now stand. Access to much of the walled Old City, which is divided into four ‘quarters’ — Muslim, Christian, Armenian and Jewish — was shut down on Monday ahead of Trump’s visit. The area has been the scene of multiple stabbing attacks by Palestinians targeting Jews over the past couple of years.  As Trump and Kushner visited the area of the wall set aside for men, Melania Trump and Ivanka, Kushner’s wife, visited a separate nearby section where women are allowed to pray.  Like her husband, Melania held her right hand up against the towering stones and inserted a note among the cracks, something Jews often do as a means of submitting prayers. Ivanka, who converted to Judaism on marrying her husband, was dressed demurely in black and wore her hair partially covered by a small hat. Video footage showed her crying as she prayed at the wall. Trump’s visit to the site sparked some controversy during the planning. Prime Minister Benjamin Netanyahu had sought to accompany Trump to the Western Wall. But the State Department said that would not be permitted as officially the Wall is in East Jerusalem, which Israel occupied 50 years ago, and Palestinians seek as the capital of a future state. ",1
"The New York Times gave the accused sexual predator, Ben Affleck s new movie a thumbs up, but neglects to mention the sexual predator allaegations against him.Immediately after the Weinstein accusations started to come out, actress Hilarie Burton accused Ben Affleck of sexually assaulting her during a filming. Shanice Brim told Burton how sorry she was that Affleck sexually assaulted her, saying,  It s infuriating that people never bring up all the gross, predatory things he s done. He also grabbed Hilarie Burton's breasts on TRL once. Everyone forgot though.  Shanice Brim (@ShaniceBrim) October 10, 2017Actress Hilarie Burton responded,  I didn t forget. I m so sorry that happened to you. It s infuriating that people never bring up all the gross, predatory things he s done.  Shanice Brim (@ShaniceBrim) October 11, 2017Here s a video of Ben Affleck where he allegedly grabbed the actress  breasts:https://t.co/wh2MpJVQzlGirls. I'm so impressed with you brave ones. I had to laugh back then so I wouldn't cry. Sending love.  Hilarie Burton (@HilarieBurton) October 11, 2017Ben Affleck was also accused by one of Harvey Weinstein s victims of covering up sexual assault, after he made a comment about how  saddened  and  angry  he was at his bestie Harvey Weinstein for his actions:You want to play let's play #ROSEARMY pic.twitter.com/uqd26Z78gc  rose mcgowan (@rosemcgowan) October 10, 2017Here s the Justice League star in another disgusting video where he s clearly objectifying the female reporter:[VIDEO] Ben Affleck objectifies female reporter, comments on her breasts, then makes fun of ""retarded"" people with cerebral palsy. #cringe pic.twitter.com/5OiBtYkkVB  Austen Fletcher (@fleccas) October 12, 2017To add insult to injury, only days ago, Affleck appeared on MTV, where he gave a cringeworthy, and very arrogant interview about the new Justice League movie, along with his co-stars. The Mercury News published a story following his interview where they asked,  Does Ben Affleck really want to stop people from writing him off as an arrogant male movie star who lacks the character or good sense to move past his difficult associations with sexual harassment? Does he really want people to believe he can  be part of the solution  to ending a Hollywood culture that long allowed rich and powerful men like Harvey Weinstein to sexually mistreat women?Does he at least want to save his new movie  Justice League  from more bad press, after critics gave it generally negative reviews?Then Affleck better shut up, especially after his latest cringe-worthy comments surfaced.For an MTV  Justice League  cast interview last week, the Batman actor jauntily chomped his way through a big wad a gum while cracking a couple jokes that appeared to reference the sexual misconduct engulfing his industry, the Huffington Post reported. We could use more women!  Affleck said, perhaps trying to sound like he wanted to correct Hollywood s notorious gender disparity in movie narratives.But when his co-star Ray Fisher, who plays Cyborg in the film, was asked what would happen if Supergirl teamed up with the  Justice League,  the younger actor said in a very PR-friendly way,  I think it would create a different dynamic. That s when Affleck, failing to read the room or to grasp his own lack of charm in this situation, blurted out.  You following the news at all? He broke into a smile, chomping his gum some more, apparently thinking he was being very clever in referencing the sexual misconduct crisis that has engulfed his industry.Here s the arrogant and NOT funny interview: pic.twitter.com/o3bMi4WWQ5    (@stormpiIott) November 13, 2017Even the hard-core leftist publication Slate, gives their readers a list of movies they beleive will be affected by the Weinstein scandal and those who were close to the accused rapist, who are also facing sexual misconduct charges. The New York Times, however, has chosen to ignore Affleck s bad behavior in their review, however. We re pretty sure that given their history of bashing conservatives, if Affleck wasn t a mega-Democrat donor, his name would ve been the focus of the New York Times headline From Slate   Justice League (debut- November 17)  The Justice League press tour was going to be plenty difficult even before the Weinstein scandal went wide: As the movie underwent a director switch and major reshoots, rumors flew that Warner Bros. might be looking to bump an erratic Ben Affleck from his perch as Batman. Now, Affleck has been implicated in the Weinstein scandal by actress Rose McGowan, who claims the actor knew that Weinstein had assaulted her two decades ago, even though his recent statement on the matter pled na vet . McGowan s tweet  Ben Affleck fuck off  went viral and prompted renewed scrutiny of the actor s own behavior; Affleck has since apologized to actress Hilarie Burton for groping her during a long-ago TRL appearance.NYT s    Justice League,  the newest DC Comics superhero jam directed by Zack Snyder, is looser, goosier and certainly more watchable than the last one. The bar could scarcely have been lower given that the previous movie,  Batman v Superman: Dawn of Justice,  was such an interminable slog. The superhero and villain dynamic is much the same (slayers going to slay, etc.), but there are a few fresh faces now and Wonder Woman has more to do than play backup. The story is a confusion of noise, visual clutter and murderous digital gnats, but every so often a glimmer of life flickers through.The last time he fronted a movie, Superman (Henry Cavill) seemed to die, a plot twist that not even the most credulous viewer could buy. So, of course he s back in this one, eventually, although first the band needs to get together. Having seen trouble on the horizon, Batman, a.k.a. Bruce Wayne   played with a sepulchral growl and bespoke stubble by Ben Affleck   takes the lead on this enterprise. He s the insistent manager as well as the scowling host, the guy with the cool digs, smooth rides with blinking screens ( critical damage  reads one with great comic-book sincerity) and suave butler (Jeremy Irons as Alfred). He s also pretty much of a yawn.The pumped-up Mr. Affleck again fills out the bat suit from ripped stem to stern, but his costume remains grievously larger than Batman s (or Bruce s) personality. Bat-Bruce clearly has some kind of unrequited thing for Wonder Woman, a.k.a. Diana Prince (Gal Gadot, a charming super-presence), which leads him to stammer like a teenager. (She s got other things on her mind.) He has money and a modest sense of humor, including about his wealth, which inspires one of the movie s few decent laughs. Mr. Affleck, a generally appealing actor who can plumb the depths when pushed ( Gone Girl ), needs something more substantial (or just more jokes) if his Batman is ever going to work.Cyborg isn t as buoyant a presence, which makes sense for a character who s been partly cobbled together from scraps and a sob story that Mr. Fisher puts across with bowed head and palpable heaviness. The hoodie he sometimes wears, which can t help but evoke Trayvon Martin, imparts a larger meaning that the movie doesn t or can t explore. Like the references to a coming world catastrophe that suggestively shudders with wider implications, the hoodie suggests filmmakers who are still struggling to keep an eye on the offscreen world while spinning a fictional universe that can somehow offer a brief escape from it. ",0
"Usually, once the peaceful transfer of power is complete, the outgoing administration lays low so as not to disrupt what the new administration is doing. However, since the GOP has control of the entire federal government and most of the state level governments with the corrupt, incompetent Donald Trump at the helm, it is literally impossible for former officials of the Obama White House to keep from weighing in. This is especially true since the GOP Senators have rolled out a  healthcare bill  that is literally nothing more than a massive tax cut for rich people. The most vulnerable among us will literally die if this monstrosity of a bill becomes law. Therefore it should come as no surprise that former Vice President Joe Biden is weighing in.Taking to Twitter, Uncle Joe minced no words about what the GOP is about to unleash upon the nation:The Senate health bill isn't about health care at all it's a wealth transfer: slashes care to fund tax cuts for the wealthy & corporations.  Joe Biden (@JoeBiden) June 23, 2017Slashing Medicaid hurts kids, the elderly, people with disabilities and those struggling with addiction. All for tax breaks for the wealthy.  Joe Biden (@JoeBiden) June 23, 2017Especially now, when so many communities are struggling with opioid addiction, the bill's drastic cuts to Medicaid are cruel.  Joe Biden (@JoeBiden) June 23, 2017Let's see a bill that actually tries to improve folks' health care, and then we can have a reasonable debate about how to best do that.  Joe Biden (@JoeBiden) June 23, 2017It would be great if Paul Ryan, Mitch McConnell, and all the rest of the GOP wanted to actually help people. Make no mistake though   they don t. They don t care about people, they care about themselves, keeping power, and making sure they and their rich friends get richer   even if it means that every day Americans literally die.In fact, it is perfectly plausible that Paul Ryan thinks that the most vulnerable among us deserve to die. After all, this is the man who openly admitted to dreaming about bringing about the end of the life-saving care provided for the most vulnerable among us since he was a college kid, despite the fact that what he now calls  entitlements  are what got him through college after his father s death, as he paid for his education with the survivor s benefits. Funny how people forget where they come from, isn t it?Oh, if only Joe Biden or Hillary Clinton were president. We might actually have some compassion at the top, instead of the sociopathic monstrosities who somehow pass for human beings that we have now.Featured image via Leigh Vogel/Getty Images",0
"WASHINGTON (Reuters) - President Donald Trump on Thursday said reports in the U.S. media about his administration’s relationship with Russia may make it difficult for him to strike a deal with Russian President Vladimir Putin to ease tensions between Washington and Moscow. “Putin probably assumes that he can’t make a deal with me any more because politically it would be unpopular for a politician to make a deal,” Trump said at a press conference. ",1
"LONDON (Reuters) - Scotland s parliament was evacuated on Tuesday after a package containing white powder was sent to a Conservative Party lawmaker, a source at the parliament said. The source said the incident involved more than one suspicious package. ",1
"21st Century Wire says Despite the mass media distraction of the improbably  Active Shooter  attack at Fort Lauderdale Airport earlier this afternoon   today was  the big day,  the dramatic release of the  unclassified  portion the US Intelligence report of the alleged Russian Hack  of the 2016 US Election. Meanwhile, at Trump Tower, President-Elect Donald Trump was given the full classified version of the report today, and was unimpressed, declaring that the alleged hacking of the Democrat National Committee (DNC) had  absolutely no effect on the outcome of the election. Note that it is still an  alleged  hack because US intelligence agencies Have yet to produce any actual evidence that the Russian government were involved in either the DNC Leaks or the Podesta Email dump on Wikileaks.Instead, the report s main thrust is accusing the Russians of running all of the so-called  fake news  articles that flooded Facebook and social media during the 2016 election cycle   claiming that it all traces back to St. Petersburg, Russia   despite earlier investigative reports published by both The Guardian and Buzzfeed which placed the fake news empire in Macedonia, where teenagers netted small fortunes by pumping out imaginary stories on hundreds of cut-out websites during the 2016 election.  Putin Aspired to Help Trump CNN and other US media outlets were quick to  down-shift  their headlines   away from saying that the Russian government  Hacked  the US Elections, now saying that  Putin Aspired to Help Trump. After a 90-minute briefing at Trump Tower with national intelligence chiefs,  Donald Trump, under pressure from his party and the US media, issued a statement seeming to acknowledge some hacking of  the cyber-infrastructure of our governmental institutions, businesses and organizations including the Democrat National Committee,  but was clear to ad the caveat that whatever happened had  absolutely no effect on the outcome of the election. While Russia, China, other countries, outside groups and people are consistently trying to break through the cyber-infrastructure of our governmental institutions, businesses and organizations including the Democrat National Committee, there was absolutely no effect on the outcome of the election including the fact that there was no tampering whatsoever with voting machines. There were attempts to hack the Republican National Committee, but the R.N.C. had strong hacking defenses and the hackers were unsuccessful. STAY TUNED FOR MORE UPDATESREAD MORE RUSSIAN HACK NEWS AT: 21WIRE Russian Hack FilesSUPPORT 21WIRE   SUBSCRIBE & BECOME A MEMBER@ 21WIRE.TV",0
"Is Sean Spicer secretly sending America a cry for help? That s the question on everyone s mind as the beleaguered Press Secretary walked up to the podium and showed off his upside down American flag pin.Flying an upside down American flag is officially considered a  sign of distress  and the United States flag code says it should only be done  in instances of extreme danger to life or property.  Working for Trump and having to repeat his endless font of lies on a daily basis, certainly may qualify. He s been on the job for less than 3 months and already Spicer looks like he s slowly dying from the inside out. He s moody, he s paranoid, he seems unhappy   all the characteristics of a man who is straining under the pressure of having to defend Trump s nonsense with a straight face.Spicer s subtle signal of distress only added to the impression that his daily press briefings have turned into thinly-veiled hostage videos. Reporters are pressing him for facts which he either cannot or will not provide. He lashes out with vague and blustering lies while trying to find the nearest exit. It s hard to watch.Here s the video:But people are having fun with this one:Sean Spicer's flag pin is upside down. pic.twitter.com/mYr1xJHHeg  Kyle Griffin (@kylegriffin1) March 10, 2017Your flag is upside-down Sean.. Is that message? pic.twitter.com/bV7Q12jwir  Jon Nicosia (@NewsPolitics) March 10, 2017Spicer's flag pin was upside down during his press briefing until someone pointed it out. A signal of distress. @seanspicer #Trumprussia pic.twitter.com/7Xvv9vgmS5  William Peace ?? (@WilliamPeace81) March 10, 2017Sean Spicer has apparently entered the ""cry for help"" phase of Trump employment. Wearing the flag upside down, very nice Sean.  James Petruzzi (@Hawaiianimages) March 10, 2017In a bizarre twist revealing just how crazy this White House is, former reality tv star Omarosa handed Spicer a note while he was standing at the podium letting him know about his flag pin situation. He quickly adjusted it..@PressSec Sean Spicer fixes flag pin after @Omarosa delivers note to podium. Watch LIVE on C-SPAN3 https://t.co/OB60zuQzXH pic.twitter.com/9J0hlEBYxu  CSPAN (@cspan) March 10, 2017This may be shrugged off as a small little gaffe, but we all know how seriously Republicans take their flag lapels  Remember this ridiculous  scandal  conservatives freaked out about?One might go so far as to conclude that they are raging hypocrites.Featured image via Twitter",0
"WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan is running again for the job in the next Congress, a spokeswoman said on Thursday after a media report quoted several unidentified House Republicans as saying they expected him to step down next week. “He is running,” Ryan spokeswoman AshLee Strong said. The Hill cited four House Republicans as saying that they expected Ryan to step aside as Speaker after next Tuesday’s general election. “Speculation is growing that Paul will not return,” the Hill quoted a “senior GOP lawmaker close to leadership” as saying. It quoted a member of the Freedom Caucus, a group of conservative Republicans, as saying that if Democratic presidential candidate Hillary Clinton wins, Ryan will get “a good share of the blame” among House members who support Republican candidate Donald Trump. Ryan last month told fellow Republicans that he would not defend or campaign for Trump and would instead focus on re-electing Republicans to keep the majority in the House. This angered some Trump supporters in the House, who felt the Wisconsin congressman should stand by Trump. One of them, Representative Jim Bridenstine of Oklahoma, tweeted: “if Paul Ryan isn’t for Trump, then I’m not for Paul Ryan.” But Ryan, who as Speaker is the country’s highest-ranking Republican, has a great deal of support in the Republican caucus, and it is far from clear that his critics would be able to oust him if they tried. House Republicans, who currently number 246, plan to have closed-door leadership elections in mid-November. Ryan is expected to win their nomination for Speaker at that gathering, but the actual election to the Speaker’s post would not be held until the new Congress convenes in January. All members of the House, both Republican and Democrat, will vote in the Speaker election and Ryan will need 218 votes - a majority of the House’s 435 members - to win. This could be a challenge if Republicans lose a substantial number of seats in next week’s elections, and if some of those who remain decide to oppose Ryan. ",1
"Vic Bishop Waking TimesOur reality is carefully constructed by powerful corporate, political and special interest sources in order to covertly sway public opinion. Blatant lies are often televised regarding terrorism, food, war, health, etc. They are fashioned to sway public opinion and condition viewers to accept what have become destructive societal norms.The practice of manipulating and controlling public opinion with distorted media messages has become so common that there is a whole industry formed around this. The entire role of this brainwashing industry is to figure out how to spin information to journalists, similar to the lobbying of government. It is never really clear just how much truth the journalists receive because the news industry has become complacent. The messages that it presents are shaped by corporate powers who often spend millions on advertising with the six conglomerates that own 90% of the media:General Electric (GE), News-Corp, Disney, Viacom, Time Warner, and CBS. Yet, these corporations function under many different brands, such as FOX, ABC, CNN, Comcast, Wall Street Journal, etc, giving people the perception of choice   As Tavistock s researchers showed, it was important that the victims of mass brainwashing not be aware that their environment was being controlled; there should thus be a vast number of sources for information, whose messages could be varied slightly, so as to mask the sense of external control. ~ Specialist of mass brainwashing, L. WolfeNew Brainwashing Tactic Called AstroturfWith alternative media on the rise, the propaganda machine continues to expand. Below is a video of Sharyl Attkisson, investigative reporter with CBS, during which she explains how  astroturf,  or fake grassroots movements, are used to spin information not only to influence journalists but to sway public opinion. Astroturf is a perversion of grassroots. Astroturf is when political, corporate or other special interests disguise themselves and publish blogs, start facebook and twitter accounts, publish ads, letters to the editor, or simply post comments online, to try to fool you into thinking an independent or grassroots movement is speaking. ~ Sharyl Attkisson, Investigative ReporterHow do you separate fact from fiction? Sharyl Attkisson finishes her talk with some insights on how to identify signs of propaganda and astroturfing  These methods are used to give people the impression that there is widespread support for an agenda, when, in reality, one may not exist. Astroturf tactics are also used to discredit or criticize those that disagree with certain agendas, using stereotypical names such as conspiracy theorist or quack. When in fact when someone dares to reveal the truth or questions the  official  story, it should spark a deeper curiosity and encourage further scrutiny of the information.This article (Journalist Reveals Tactics Brainwashing Industry Uses to Manipulate the Public) was originally created and published by Waking Times and is published here under a Creative Commons license with attribution to Vic Bishop and WakingTimes.com. It may be re-posted freely with proper attribution, author bio, and this copyright statement. READ MORE MSM PROPAGANDA NEWS AT: 21st Century Wire MSM Watch Files",0
"WASHINGTON (Reuters) - U.S. President Donald Trump s chief of staff said on Thursday that Washington believes Havana could put a halt to the mysterious incidents that have sickened nearly two dozen American diplomats and some tourists in Cuba.  We believe that the Cuban government could stop the attacks on our diplomats,  White House Chief of Staff John Kelly told reporters when asked about the situation at a White House briefing. State Department spokeswoman Heather Nauert said later she thought Kelly was referring to the fact that the Vienna Conventions dealing with diplomatic relations between countries require the host nation to provide for the safety and security of diplomatic personnel. Nauert told a briefing at the State Department that the investigation into the attacks was  still under way  and the department did not know  who or what is responsible for it.  She also suggested the United States believes Cuba might know more than it has divulged about the incidents.  In a small country like Cuba where the government is going to know a lot of things that take place within its borders, they may have more information than we are aware of right now,  she said. The Trump administration last week expelled 15 Cuban diplomats to protest Havana s failure to protect staff at the U.S. embassy in the communist country. Washington also has recalled more than half its diplomatic personnel from Cuba. At least 22 U.S. diplomatic personnel have reported having health issues after being subjected to the apparent attacks. They have suffered hearing loss, dizziness, fatigue, cognitive problems and other health issues. The Associated Press obtained what it said on Thursday was an audio recording of the sound that Americans heard during the incidents in Cuba. The audio was of a high-pitched, electronic squeaking noise. ",1
